LapNumber,Stint,Compound,Driver,Team,TrackStatus,LapTime(s)
23.0,2.0,0,6,5,1,78.009
24.0,2.0,0,6,5,1,78.363
25.0,2.0,0,6,5,1,78.23
26.0,2.0,0,6,5,1,78.664
27.0,2.0,0,6,5,1,78.956
28.0,2.0,0,6,5,1,79.589
29.0,2.0,0,6,5,1,81.412
30.0,2.0,0,6,5,1,78.92
31.0,2.0,0,6,5,1,79.756
32.0,2.0,0,6,5,1,79.708
33.0,2.0,0,6,5,1,81.348
34.0,2.0,0,6,5,1,80.956
35.0,2.0,0,6,5,1,78.327
36.0,2.0,0,6,5,1,79.148
37.0,2.0,0,6,5,1,79.009
38.0,2.0,0,6,5,1,78.602
39.0,2.0,0,6,5,1,78.557
40.0,2.0,0,6,5,1,78.692
41.0,2.0,0,6,5,1,78.606
42.0,2.0,0,6,5,1,78.838
43.0,2.0,0,6,5,1,78.991
44.0,2.0,0,6,5,1,78.467
45.0,2.0,0,6,5,1,78.751
46.0,2.0,0,6,5,1,78.608
47.0,2.0,0,6,5,1,78.857
48.0,2.0,0,6,5,1,78.789
49.0,2.0,0,6,5,1,79.036
50.0,2.0,0,6,5,1,80.238
51.0,2.0,0,6,5,1,88.292
52.0,2.0,0,6,5,1,91.149
53.0,2.0,0,6,5,1,100.881
54.0,2.0,0,6,5,12,139.643
55.0,3.0,1,6,5,21,104.22
56.0,3.0,1,6,5,1,103.79
57.0,3.0,1,6,5,12,102.598
58.0,3.0,1,6,5,12,102.188
59.0,3.0,1,6,5,21,119.463
60.0,4.0,4,6,5,12,102.782
61.0,4.0,4,6,5,1,99.565
62.0,4.0,4,6,5,1,98.291
63.0,4.0,4,6,5,1,97.973
64.0,4.0,4,6,5,1,97.628
65.0,4.0,4,6,5,1,96.647
66.0,4.0,4,6,5,1,96.301
67.0,4.0,4,6,5,12,95.656
68.0,4.0,4,6,5,21,96.655
69.0,4.0,4,6,5,1,95.297
70.0,4.0,4,6,5,1,100.947
71.0,4.0,4,6,5,1,93.744
72.0,4.0,4,6,5,1,92.994
73.0,4.0,4,6,5,1,93.111
74.0,4.0,4,6,5,1,94.924
75.0,4.0,4,6,5,1,94.146
76.0,4.0,4,6,5,1,90.26
1.0,1.0,2,10,2,12,86.639
2.0,1.0,2,10,2,1,80.301
3.0,1.0,2,10,2,1,79.704
4.0,1.0,2,10,2,1,79.314
5.0,1.0,2,10,2,1,79.041
6.0,1.0,2,10,2,1,78.731
7.0,1.0,2,10,2,1,78.782
8.0,1.0,2,10,2,1,78.533
9.0,1.0,2,10,2,1,78.594
10.0,1.0,2,10,2,1,78.46
11.0,1.0,2,10,2,1,78.271
12.0,1.0,2,10,2,12,78.515
13.0,1.0,2,10,2,1,78.025
14.0,1.0,2,10,2,12,78.055
15.0,1.0,2,10,2,1,78.018
16.0,1.0,2,10,2,1,77.948
17.0,1.0,2,10,2,1,78.372
18.0,1.0,2,10,2,1,78.22
19.0,1.0,2,10,2,1,78.074
20.0,1.0,2,10,2,1,78.087
21.0,1.0,2,10,2,1,78.161
22.0,1.0,2,10,2,1,78.057
23.0,1.0,2,10,2,1,77.873
24.0,1.0,2,10,2,1,77.498
25.0,1.0,2,10,2,1,77.451
26.0,1.0,2,10,2,1,77.433
27.0,1.0,2,10,2,1,77.145
28.0,1.0,2,10,2,1,76.938
29.0,1.0,2,10,2,1,77.179
30.0,1.0,2,10,2,1,77.334
31.0,1.0,2,10,2,1,77.331
32.0,1.0,2,10,2,1,94.668
33.0,2.0,0,10,2,1,79.289
34.0,2.0,0,10,2,1,76.95
35.0,2.0,0,10,2,1,77.095
36.0,2.0,0,10,2,1,77.304
37.0,2.0,0,10,2,1,77.14
38.0,2.0,0,10,2,1,77.048
39.0,2.0,0,10,2,1,77.169
40.0,2.0,0,10,2,1,77.025
41.0,2.0,0,10,2,1,76.528
42.0,2.0,0,10,2,1,77.01
43.0,2.0,0,10,2,1,77.002
44.0,2.0,0,10,2,1,77.033
45.0,2.0,0,10,2,1,77.271
46.0,2.0,0,10,2,1,76.775
47.0,2.0,0,10,2,1,76.962
48.0,2.0,0,10,2,1,76.968
49.0,2.0,0,10,2,1,77.09
50.0,2.0,0,10,2,1,77.836
51.0,2.0,0,10,2,1,79.453
52.0,2.0,0,10,2,1,86.99
53.0,2.0,0,10,2,1,89.909
54.0,2.0,0,10,2,1,114.547
55.0,3.0,1,10,2,12,102.379
56.0,3.0,1,10,2,21,101.755
57.0,3.0,1,10,2,1,102.554
58.0,3.0,1,10,2,12,103.729
59.0,3.0,1,10,2,21,105.002
60.0,3.0,1,10,2,12,102.527
61.0,3.0,1,10,2,12,102.63
62.0,3.0,1,10,2,1,102.139
63.0,3.0,1,10,2,1,101.123
64.0,3.0,1,10,2,1,100.375
65.0,3.0,1,10,2,1,97.029
66.0,3.0,1,10,2,1,95.456
67.0,3.0,1,10,2,1,94.457
68.0,3.0,1,10,2,1,93.484
69.0,3.0,1,10,2,12,92.501
70.0,3.0,1,10,2,1,90.3
71.0,3.0,1,10,2,1,90.027
72.0,3.0,1,10,2,1,89.541
73.0,3.0,1,10,2,1,87.666
74.0,3.0,1,10,2,1,86.712
75.0,3.0,1,10,2,1,85.133
76.0,3.0,1,10,2,1,84.834
77.0,3.0,1,10,2,1,86.24
78.0,3.0,1,10,2,1,84.231
1.0,1.0,2,9,6,12,92.034
2.0,1.0,2,9,6,1,81.61
3.0,1.0,2,9,6,1,80.396
4.0,1.0,2,9,6,1,80.209
5.0,1.0,2,9,6,1,79.502
6.0,1.0,2,9,6,1,79.045
7.0,1.0,2,9,6,1,78.652
8.0,1.0,2,9,6,1,78.651
9.0,1.0,2,9,6,1,79.065
10.0,1.0,2,9,6,1,79.053
11.0,1.0,2,9,6,1,79.148
12.0,1.0,2,9,6,12,80.277
13.0,1.0,2,9,6,1,78.978
14.0,1.0,2,9,6,12,78.856
15.0,1.0,2,9,6,1,78.855
16.0,1.0,2,9,6,1,78.988
17.0,1.0,2,9,6,1,78.937
18.0,1.0,2,9,6,1,79.01
19.0,1.0,2,9,6,1,79.504
20.0,1.0,2,9,6,1,78.985
21.0,1.0,2,9,6,1,79.074
22.0,1.0,2,9,6,1,78.882
23.0,1.0,2,9,6,1,78.657
24.0,1.0,2,9,6,1,78.681
25.0,1.0,2,9,6,1,78.78
26.0,1.0,2,9,6,1,79.067
27.0,1.0,2,9,6,1,79.109
28.0,1.0,2,9,6,1,78.771
29.0,1.0,2,9,6,1,78.906
30.0,1.0,2,9,6,1,78.568
31.0,1.0,2,9,6,1,78.454
32.0,1.0,2,9,6,1,77.914
33.0,1.0,2,9,6,1,78.042
34.0,1.0,2,9,6,1,78.026
35.0,1.0,2,9,6,1,78.192
36.0,1.0,2,9,6,1,78.05
37.0,1.0,2,9,6,1,78.303
38.0,1.0,2,9,6,1,78.214
39.0,1.0,2,9,6,1,78.151
40.0,1.0,2,9,6,1,78.529
41.0,1.0,2,9,6,1,78.409
42.0,1.0,2,9,6,1,78.149
43.0,1.0,2,9,6,1,78.045
44.0,1.0,2,9,6,1,77.991
45.0,1.0,2,9,6,1,77.862
46.0,1.0,2,9,6,1,77.844
47.0,1.0,2,9,6,1,78.234
48.0,1.0,2,9,6,1,78.297
49.0,1.0,2,9,6,1,78.152
50.0,1.0,2,9,6,1,95.974
51.0,2.0,0,9,6,1,87.706
52.0,2.0,0,9,6,1,88.675
53.0,2.0,0,9,6,1,92.162
54.0,2.0,0,9,6,12,132.003
55.0,3.0,1,9,6,21,103.38
56.0,3.0,1,9,6,1,100.384
57.0,3.0,1,9,6,12,100.421
58.0,3.0,1,9,6,12,102.13
59.0,3.0,1,9,6,12,101.216
60.0,3.0,1,9,6,12,101.789
61.0,3.0,1,9,6,1,99.545
62.0,3.0,1,9,6,1,98.893
63.0,3.0,1,9,6,1,98.511
64.0,3.0,1,9,6,1,98.75
65.0,3.0,1,9,6,1,98.818
66.0,3.0,1,9,6,1,96.981
67.0,3.0,1,9,6,1,92.417
68.0,3.0,1,9,6,12,91.037
69.0,3.0,1,9,6,1,90.126
70.0,3.0,1,9,6,1,88.512
71.0,3.0,1,9,6,1,88.373
72.0,3.0,1,9,6,1,85.959
73.0,3.0,1,9,6,1,85.767
74.0,3.0,1,9,6,1,85.471
75.0,3.0,1,9,6,1,85.278
76.0,3.0,1,9,6,1,85.767
77.0,3.0,1,9,6,1,86.888
1.0,1.0,2,5,7,12,88.585
2.0,1.0,2,5,7,1,80.527
3.0,1.0,2,5,7,1,80.105
4.0,1.0,2,5,7,1,79.356
5.0,1.0,2,5,7,1,78.736
6.0,1.0,2,5,7,1,78.958
7.0,1.0,2,5,7,1,78.651
8.0,1.0,2,5,7,1,79.051
9.0,1.0,2,5,7,1,78.829
10.0,1.0,2,5,7,1,78.173
11.0,1.0,2,5,7,1,77.926
12.0,1.0,2,5,7,12,78.23
13.0,1.0,2,5,7,1,78.084
14.0,1.0,2,5,7,12,78.422
15.0,1.0,2,5,7,1,78.189
16.0,1.0,2,5,7,1,78.31
17.0,1.0,2,5,7,1,78.254
18.0,1.0,2,5,7,1,78.37
19.0,1.0,2,5,7,1,78.207
20.0,1.0,2,5,7,1,78.121
21.0,1.0,2,5,7,1,78.311
22.0,1.0,2,5,7,1,77.393
23.0,1.0,2,5,7,1,78.053
24.0,1.0,2,5,7,1,77.431
25.0,1.0,2,5,7,1,77.643
26.0,1.0,2,5,7,1,77.716
27.0,1.0,2,5,7,1,77.322
28.0,1.0,2,5,7,1,77.334
29.0,1.0,2,5,7,1,77.372
30.0,1.0,2,5,7,1,77.742
31.0,1.0,2,5,7,1,95.467
32.0,2.0,0,5,7,1,78.165
33.0,2.0,0,5,7,1,75.65
34.0,2.0,0,5,7,1,78.357
35.0,2.0,0,5,7,1,77.159
36.0,2.0,0,5,7,1,77.688
37.0,2.0,0,5,7,1,77.711
38.0,2.0,0,5,7,1,77.167
39.0,2.0,0,5,7,1,77.293
40.0,2.0,0,5,7,1,76.962
41.0,2.0,0,5,7,1,76.588
42.0,2.0,0,5,7,1,76.58
43.0,2.0,0,5,7,1,76.529
44.0,2.0,0,5,7,1,76.88
45.0,2.0,0,5,7,1,78.833
46.0,2.0,0,5,7,1,76.85
47.0,2.0,0,5,7,1,76.257
48.0,2.0,0,5,7,1,76.86
49.0,2.0,0,5,7,1,76.781
50.0,2.0,0,5,7,1,77.11
51.0,2.0,0,5,7,1,78.294
52.0,2.0,0,5,7,1,86.237
53.0,2.0,0,5,7,1,91.341
54.0,2.0,0,5,7,1,115.141
55.0,3.0,1,5,7,12,99.603
56.0,3.0,1,5,7,21,101.277
57.0,3.0,1,5,7,1,103.278
58.0,3.0,1,5,7,12,103.378
59.0,3.0,1,5,7,21,105.199
60.0,3.0,1,5,7,12,103.041
61.0,3.0,1,5,7,12,102.396
62.0,3.0,1,5,7,1,102.287
63.0,3.0,1,5,7,1,101.315
64.0,3.0,1,5,7,1,98.957
65.0,3.0,1,5,7,1,97.636
66.0,3.0,1,5,7,1,96.203
67.0,3.0,1,5,7,1,94.539
68.0,3.0,1,5,7,1,92.866
69.0,3.0,1,5,7,12,93.757
70.0,3.0,1,5,7,1,89.68
71.0,3.0,1,5,7,1,89.667
72.0,3.0,1,5,7,1,89.415
73.0,3.0,1,5,7,1,87.735
74.0,3.0,1,5,7,1,86.304
75.0,3.0,1,5,7,1,85.242
76.0,3.0,1,5,7,1,84.651
77.0,3.0,1,5,7,1,86.21
78.0,3.0,1,5,7,1,85.105
1.0,1.0,0,14,4,12,87.39
2.0,1.0,0,14,4,1,80.593
3.0,1.0,0,14,4,1,79.958
4.0,1.0,0,14,4,1,79.482
5.0,1.0,0,14,4,1,78.723
6.0,1.0,0,14,4,1,78.764
7.0,1.0,0,14,4,1,78.697
8.0,1.0,0,14,4,1,78.637
9.0,1.0,0,14,4,1,78.306
10.0,1.0,0,14,4,1,78.07
11.0,1.0,0,14,4,1,78.265
12.0,1.0,0,14,4,12,78.947
13.0,1.0,0,14,4,1,78.286
14.0,1.0,0,14,4,12,78.107
15.0,1.0,0,14,4,1,77.883
16.0,1.0,0,14,4,1,78.239
17.0,1.0,0,14,4,1,78.36
18.0,1.0,0,14,4,1,78.178
19.0,1.0,0,14,4,1,77.999
20.0,1.0,0,14,4,1,78.032
21.0,1.0,0,14,4,1,78.006
22.0,1.0,0,14,4,1,78.007
23.0,1.0,0,14,4,1,78.006
24.0,1.0,0,14,4,1,77.912
25.0,1.0,0,14,4,1,77.464
26.0,1.0,0,14,4,1,77.366
27.0,1.0,0,14,4,1,77.318
28.0,1.0,0,14,4,1,77.316
29.0,1.0,0,14,4,1,77.171
30.0,1.0,0,14,4,1,77.22
31.0,1.0,0,14,4,1,77.465
32.0,1.0,0,14,4,1,77.18
33.0,1.0,0,14,4,1,93.612
34.0,2.0,2,14,4,1,80.767
35.0,2.0,2,14,4,1,76.628
36.0,2.0,2,14,4,1,77.979
37.0,2.0,2,14,4,1,77.565
38.0,2.0,2,14,4,1,76.786
39.0,2.0,2,14,4,1,77.175
40.0,2.0,2,14,4,1,77.023
41.0,2.0,2,14,4,1,76.651
42.0,2.0,2,14,4,1,76.467
43.0,2.0,2,14,4,1,76.449
44.0,2.0,2,14,4,1,77.76
45.0,2.0,2,14,4,1,77.146
46.0,2.0,2,14,4,1,77.22
47.0,2.0,2,14,4,1,76.732
48.0,2.0,2,14,4,1,76.561
49.0,2.0,2,14,4,1,77.014
50.0,2.0,2,14,4,1,76.917
51.0,2.0,2,14,4,1,79.013
52.0,2.0,2,14,4,1,86.201
53.0,2.0,2,14,4,1,90.068
54.0,2.0,2,14,4,1,97.315
55.0,2.0,2,14,4,12,139.381
56.0,3.0,1,14,4,21,102.32
57.0,3.0,1,14,4,1,101.192
58.0,3.0,1,14,4,12,103.462
59.0,3.0,1,14,4,12,102.82
60.0,3.0,1,14,4,21,103.041
61.0,3.0,1,14,4,12,102.633
62.0,3.0,1,14,4,1,100.78
63.0,3.0,1,14,4,1,99.899
64.0,3.0,1,14,4,1,99.306
65.0,3.0,1,14,4,1,97.838
66.0,3.0,1,14,4,1,96.238
67.0,3.0,1,14,4,1,94.999
68.0,3.0,1,14,4,12,93.322
69.0,3.0,1,14,4,21,95.394
70.0,3.0,1,14,4,1,92.13
71.0,3.0,1,14,4,1,89.92
72.0,3.0,1,14,4,1,89.849
73.0,3.0,1,14,4,1,87.84
74.0,3.0,1,14,4,1,88.585
75.0,3.0,1,14,4,1,86.388
76.0,3.0,1,14,4,1,85.776
77.0,3.0,1,14,4,1,85.579
78.0,3.0,1,14,4,1,86.283
1.0,1.0,0,13,7,12,90.387
2.0,1.0,0,13,7,1,81.155
3.0,1.0,0,13,7,1,80.291
4.0,1.0,0,13,7,1,80.03
5.0,1.0,0,13,7,1,78.84
6.0,1.0,0,13,7,1,78.945
7.0,1.0,0,13,7,1,78.583
8.0,1.0,0,13,7,1,78.99
9.0,1.0,0,13,7,1,79.025
10.0,1.0,0,13,7,1,78.566
11.0,1.0,0,13,7,1,78.483
12.0,1.0,0,13,7,12,78.459
13.0,1.0,0,13,7,1,77.787
14.0,1.0,0,13,7,12,78.286
15.0,1.0,0,13,7,1,78.531
16.0,1.0,0,13,7,1,78.502
17.0,1.0,0,13,7,1,78.244
18.0,1.0,0,13,7,1,78.229
19.0,1.0,0,13,7,1,78.299
20.0,1.0,0,13,7,1,78.32
21.0,1.0,0,13,7,1,78.086
22.0,1.0,0,13,7,1,77.879
23.0,1.0,0,13,7,1,78.111
24.0,1.0,0,13,7,1,77.709
25.0,1.0,0,13,7,1,77.648
26.0,1.0,0,13,7,1,77.9
27.0,1.0,0,13,7,1,77.837
28.0,1.0,0,13,7,1,77.353
29.0,1.0,0,13,7,1,77.332
30.0,1.0,0,13,7,1,77.3
31.0,1.0,0,13,7,1,77.404
32.0,1.0,0,13,7,1,77.474
33.0,1.0,0,13,7,1,77.556
34.0,1.0,0,13,7,1,77.569
35.0,1.0,0,13,7,1,77.568
36.0,1.0,0,13,7,1,77.111
37.0,1.0,0,13,7,1,77.335
38.0,1.0,0,13,7,1,77.195
39.0,1.0,0,13,7,1,77.339
40.0,1.0,0,13,7,1,77.215
41.0,1.0,0,13,7,1,77.323
42.0,1.0,0,13,7,1,77.979
43.0,1.0,0,13,7,1,77.847
44.0,1.0,0,13,7,1,77.967
45.0,1.0,0,13,7,1,77.545
46.0,1.0,0,13,7,1,77.068
47.0,1.0,0,13,7,1,77.06
48.0,1.0,0,13,7,1,76.798
49.0,1.0,0,13,7,1,77.223
50.0,1.0,0,13,7,1,77.635
51.0,1.0,0,13,7,1,79.64
52.0,1.0,0,13,7,1,84.754
53.0,1.0,0,13,7,1,88.625
54.0,1.0,0,13,7,1,117.545
55.0,2.0,1,13,7,12,115.804
56.0,2.0,1,13,7,21,101.302
57.0,2.0,1,13,7,1,103.554
58.0,2.0,1,13,7,12,102.155
59.0,2.0,1,13,7,12,103.463
60.0,2.0,1,13,7,21,103.53
61.0,2.0,1,13,7,12,101.329
62.0,2.0,1,13,7,1,101.104
63.0,2.0,1,13,7,1,99.713
64.0,2.0,1,13,7,1,98.229
65.0,2.0,1,13,7,1,96.696
66.0,2.0,1,13,7,1,95.991
67.0,2.0,1,13,7,1,94.751
68.0,2.0,1,13,7,1,93.647
69.0,2.0,1,13,7,12,93.734
70.0,2.0,1,13,7,1,90.929
71.0,2.0,1,13,7,1,90.709
72.0,2.0,1,13,7,1,90.012
73.0,2.0,1,13,7,1,88.921
74.0,2.0,1,13,7,1,87.787
75.0,2.0,1,13,7,1,86.399
76.0,2.0,1,13,7,1,85.436
77.0,2.0,1,13,7,1,86.978
78.0,2.0,1,13,7,1,87.209
1.0,1.0,0,2,0,12,96.914
2.0,1.0,0,2,0,1,80.021
3.0,1.0,0,2,0,1,80.142
4.0,1.0,0,2,0,1,80.341
5.0,1.0,0,2,0,1,80.022
6.0,1.0,0,2,0,1,79.165
7.0,1.0,0,2,0,1,79.167
8.0,1.0,0,2,0,1,78.774
9.0,1.0,0,2,0,1,79.007
10.0,1.0,0,2,0,1,79.527
11.0,1.0,0,2,0,12,79.38
12.0,1.0,0,2,0,21,80.206
13.0,1.0,0,2,0,1,79.511
14.0,1.0,0,2,0,12,80.067
15.0,1.0,0,2,0,1,80.912
16.0,1.0,0,2,0,1,80.48
17.0,1.0,0,2,0,1,80.577
18.0,1.0,0,2,0,1,78.764
19.0,1.0,0,2,0,1,77.824
20.0,1.0,0,2,0,1,78.024
21.0,1.0,0,2,0,1,78.024
22.0,1.0,0,2,0,1,78.26
23.0,1.0,0,2,0,1,78.737
24.0,1.0,0,2,0,1,80.068
25.0,1.0,0,2,0,1,80.203
26.0,1.0,0,2,0,1,80.222
27.0,1.0,0,2,0,1,80.162
28.0,1.0,0,2,0,1,79.853
29.0,1.0,0,2,0,1,80.208
30.0,1.0,0,2,0,1,79.393
31.0,1.0,0,2,0,1,79.021
32.0,1.0,0,2,0,1,79.47
33.0,1.0,0,2,0,1,78.655
34.0,1.0,0,2,0,1,80.226
35.0,1.0,0,2,0,1,79.889
36.0,1.0,0,2,0,1,79.139
37.0,1.0,0,2,0,1,79.112
38.0,1.0,0,2,0,1,80.07
39.0,1.0,0,2,0,1,78.876
40.0,1.0,0,2,0,1,78.968
41.0,1.0,0,2,0,1,78.706
42.0,1.0,0,2,0,1,78.435
43.0,1.0,0,2,0,1,78.685
44.0,1.0,0,2,0,1,78.606
45.0,1.0,0,2,0,1,78.202
46.0,1.0,0,2,0,1,78.153
47.0,1.0,0,2,0,1,78.343
48.0,1.0,0,2,0,1,78.151
49.0,1.0,0,2,0,1,78.383
50.0,1.0,0,2,0,1,79.704
51.0,1.0,0,2,0,1,109.586
52.0,2.0,1,2,0,1,92.154
53.0,2.0,1,2,0,1,92.72
54.0,2.0,1,2,0,12,98.747
55.0,2.0,1,2,0,21,103.627
56.0,2.0,1,2,0,1,100.028
57.0,2.0,1,2,0,12,100.402
58.0,2.0,1,2,0,12,102.952
59.0,2.0,1,2,0,12,102.622
60.0,2.0,1,2,0,12,101.926
61.0,2.0,1,2,0,1,100.096
62.0,2.0,1,2,0,1,99.577
63.0,2.0,1,2,0,1,99.237
64.0,2.0,1,2,0,1,97.459
65.0,2.0,1,2,0,1,96.44
66.0,2.0,1,2,0,1,95.048
67.0,2.0,1,2,0,1,95.077
68.0,2.0,1,2,0,12,94.038
69.0,2.0,1,2,0,1,90.766
70.0,2.0,1,2,0,1,92.495
71.0,2.0,1,2,0,1,91.967
72.0,2.0,1,2,0,1,92.025
73.0,2.0,1,2,0,1,87.23
74.0,2.0,1,2,0,1,86.646
75.0,2.0,1,2,0,1,86.553
76.0,2.0,1,2,0,1,84.637
77.0,2.0,1,2,0,1,84.139
1.0,1.0,0,12,6,12,93.07
2.0,1.0,0,12,6,1,81.804
3.0,1.0,0,12,6,1,80.532
4.0,1.0,0,12,6,1,80.408
5.0,1.0,0,12,6,1,79.707
6.0,1.0,0,12,6,1,79.247
7.0,1.0,0,12,6,1,78.869
8.0,1.0,0,12,6,1,78.828
9.0,1.0,0,12,6,1,79.346
10.0,1.0,0,12,6,1,79.015
11.0,1.0,0,12,6,1,78.9
12.0,1.0,0,12,6,12,80.302
13.0,1.0,0,12,6,1,79.265
14.0,1.0,0,12,6,12,79.285
15.0,1.0,0,12,6,1,79.134
16.0,1.0,0,12,6,1,78.718
17.0,1.0,0,12,6,1,79.053
18.0,1.0,0,12,6,1,78.765
19.0,1.0,0,12,6,1,79.416
20.0,1.0,0,12,6,1,79.281
21.0,1.0,0,12,6,1,79.065
22.0,1.0,0,12,6,1,79.025
23.0,1.0,0,12,6,1,79.52
24.0,1.0,0,12,6,1,79.359
25.0,1.0,0,12,6,1,79.382
26.0,1.0,0,12,6,1,80.198
27.0,1.0,0,12,6,1,79.524
28.0,1.0,0,12,6,1,78.485
29.0,1.0,0,12,6,1,78.335
30.0,1.0,0,12,6,1,78.363
31.0,1.0,0,12,6,1,78.115
32.0,1.0,0,12,6,1,78.39
33.0,1.0,0,12,6,1,78.259
34.0,1.0,0,12,6,1,78.311
35.0,1.0,0,12,6,1,78.328
36.0,1.0,0,12,6,1,77.701
37.0,1.0,0,12,6,1,77.842
38.0,1.0,0,12,6,1,77.73
39.0,1.0,0,12,6,1,77.873
40.0,1.0,0,12,6,1,78.184
41.0,1.0,0,12,6,1,78.555
42.0,1.0,0,12,6,1,78.065
43.0,1.0,0,12,6,1,78.148
44.0,1.0,0,12,6,1,78.041
45.0,1.0,0,12,6,1,77.846
46.0,1.0,0,12,6,1,77.516
47.0,1.0,0,12,6,1,77.513
48.0,1.0,0,12,6,1,78.001
49.0,1.0,0,12,6,1,81.248
50.0,1.0,0,12,6,1,78.201
51.0,1.0,0,12,6,1,83.586
52.0,1.0,0,12,6,1,89.897
53.0,1.0,0,12,6,1,96.843
54.0,1.0,0,12,6,12,131.859
55.0,2.0,1,12,6,21,106.026
56.0,2.0,1,12,6,1,103.482
57.0,2.0,1,12,6,12,103.431
58.0,2.0,1,12,6,12,103.803
59.0,2.0,1,12,6,12,102.379
60.0,2.0,1,12,6,12,101.431
61.0,2.0,1,12,6,1,101.089
62.0,2.0,1,12,6,1,99.78
63.0,2.0,1,12,6,1,98.882
64.0,2.0,1,12,6,1,98.53
65.0,2.0,1,12,6,1,97.419
66.0,2.0,1,12,6,1,94.942
67.0,2.0,1,12,6,1,96.653
68.0,2.0,1,12,6,12,91.909
69.0,2.0,1,12,6,1,91.253
70.0,2.0,1,12,6,1,88.82
71.0,2.0,1,12,6,1,87.67
72.0,2.0,1,12,6,1,88.016
73.0,2.0,1,12,6,1,87.443
74.0,2.0,1,12,6,1,86.185
75.0,2.0,1,12,6,1,86.143
76.0,2.0,1,12,6,1,85.615
77.0,2.0,1,12,6,1,84.785
